loan_amnt,hardship_flag,revol_bal,out_prncp,total_pymnt,disbursement_method,total_pymnt_inv,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,application_type,total_rec_int,addr_state,total_rec_prncp,verification_status,term,int_rate,grade,emp_length,home_ownership,purpose,issue_d,loan_status,pymnt_plan,debt_settlement_flag,annual_inc,last_credit_pull_d
10000.0,0,7794.0,0.0,10288.0333235546,0,10288.03,0.0,0.0,0.0,9643.9,0,288.03,38,10000.0,1,0,10.49,1,4.0,1,2,0,0,0,0,45000.0,0.16712328767123288
12000.0,0,25640.0,10199.52,2258.73,0,2258.73,0.0,0.0,0.0,377.37,0,458.25,0,1800.48,0,0,8.24,1,10.0,1,2,0,1,0,0,78000.0,0.08493150684931507
23050.0,0,22885.0,0.0,24634.8927102225,0,24634.89,0.0,0.0,0.0,20869.89,0,1584.89,46,23050.0,2,0,16.99,3,4.0,3,2,0,0,0,0,60000.0,0.08493150684931507
6475.0,0,21906.0,0.0,535.53,0,535.53,0.0,0.0,0.0,273.07,0,304.84,33,230.69,1,0,29.49,5,9.0,3,2,0,1,0,0,30000.0,0.08493150684931507
35000.0,0,26838.0,0.0,3865.58,0,3865.58,0.0,0.0,0.0,1037.72,1,2510.69,42,1354.89,2,1,21.49,3,3.0,1,1,0,1,0,0,60000.0,0.08493150684931507
9125.0,0,3289.0,0.0,9602.874797878001,0,9602.87,0.0,0.0,0.0,8952.29,0,477.87,33,9125.0,0,0,17.99,3,10.0,3,7,0,0,0,0,80000.0,0.08493150684931507
10000.0,0,9663.0,8648.86,2113.04,0,2113.04,0.0,0.0,0.0,351.53,0,761.9,34,1351.14,1,0,15.99,2,0.0,1,2,0,1,0,0,40000.0,0.08493150684931507
18000.0,0,23301.0,0.0,18066.2779,0,18066.28,0.0,0.0,0.0,18096.27,0,66.28,1,18000.0,1,1,29.99,5,10.0,1,2,0,0,0,0,75000.0,0.4191780821917808
25200.0,0,10137.0,0.0,28793.443400694,0,28793.44,0.0,0.0,0.0,23554.1,1,3593.44,21,25200.0,1,1,18.99,3,5.0,1,2,0,0,0,0,65000.0,0.0
19750.0,0,37865.0,0.0,21230.7874177636,0,21230.79,0.0,0.0,0.0,19277.77,0,1480.79,10,19750.0,2,1,14.99,2,10.0,1,2,0,0,0,0,165000.0,0.4191780821917808
18000.0,0,13326.0,0.0,18000.0,0,18000.0,0.0,0.0,0.0,18005.32,0,0.0,5,18000.0,1,0,5.32,0,1.0,2,0,0,0,0,0,125000.0,0.9178082191780822
8000.0,0,18595.0,6931.25,1717.37,0,1717.37,0.0,0.0,0.0,285.19,0,648.62,32,1068.75,2,0,16.99,3,5.0,3,2,0,1,0,0,45000.0,0.08493150684931507
12000.0,0,11781.0,0.0,13027.920301643799,0,13027.92,0.0,0.0,0.0,10542.33,0,1027.92,37,12000.0,1,0,14.99,2,2.0,1,2,0,0,0,0,48000.0,0.16712328767123288
20800.0,0,9275.0,0.0,21561.7229158041,0,21561.72,0.0,0.0,0.0,20974.68,0,761.72,4,20800.0,0,1,25.49,4,10.0,1,2,0,0,0,0,80000.0,0.5041095890410959
40000.0,0,12726.0,0.0,40834.3651697526,0,40834.37,0.0,0.0,0.0,23345.57,0,834.37,33,40000.0,2,0,7.99,0,5.0,3,4,0,0,0,0,320000.0,0.5041095890410959
7000.0,0,14224.0,5754.91,1515.55,0,1515.55,0.0,0.0,0.0,216.91,0,270.46,33,1245.09,2,0,7.24,0,3.0,3,1,0,1,0,0,80000.0,0.08493150684931507
1600.0,0,7425.0,0.0,262.58,0,262.58,0.0,0.0,0.0,52.72,0,71.64,26,190.94,1,0,11.44,1,3.0,1,2,0,1,0,0,46200.0,0.16712328767123288
3000.0,0,2226.0,0.0,3192.8303679175,0,3192.83,0.0,0.0,0.0,1512.08,0,192.83,30,3000.0,1,0,10.49,1,0.0,3,2,0,0,0,0,24000.0,0.08493150684931507
5000.0,0,3369.0,0.0,5057.2633425135,0,5057.26,0.0,0.0,0.0,4.45,0,57.26,33,5000.0,0,0,8.24,1,2.0,1,2,0,0,0,0,170000.0,0.4191780821917808
24000.0,0,19532.0,0.0,25915.6188222427,0,25915.62,0.0,0.0,0.0,19609.45,1,1915.62,23,24000.0,2,0,11.39,1,10.0,1,2,0,0,0,0,48000.0,0.08493150684931507
16800.0,0,17445.0,13232.6,5153.93,0,5153.93,0.0,0.0,0.0,574.11,0,1586.53,21,3567.4,0,0,13.99,2,3.0,1,10,0,1,0,0,140000.0,0.08493150684931507
30000.0,0,8598.0,0.0,32428.2116113966,0,32428.21,0.0,0.0,0.0,28309.79,0,2428.21,10,30000.0,2,1,13.49,2,4.0,1,2,0,0,0,0,175000.0,0.08493150684931507
35000.0,0,10292.0,0.0,36536.9667608154,0,36536.97,0.0,0.0,0.0,34935.75,1,1536.97,13,35000.0,1,1,13.99,2,2.0,3,2,0,0,0,0,24000.0,0.5863013698630137
16000.0,0,863.0,0.0,16320.550198448,0,16320.55,0.0,0.0,0.0,15335.39,1,320.55,3,16000.0,2,0,7.24,0,4.0,1,2,0,0,0,0,45000.0,0.4191780821917808
9500.0,0,20232.0,0.0,10335.2065034648,0,10335.21,0.0,0.0,0.0,8641.9,0,835.21,30,9500.0,2,0,17.99,3,10.0,1,2,0,0,0,0,55000.0,0.16712328767123288
21000.0,0,3798.0,0.0,22332.4711840743,0,22332.47,0.0,0.0,0.0,20014.8,0,1332.47,32,21000.0,2,0,19.99,3,0.0,1,8,0,0,0,0,50000.0,0.5863013698630137
4325.0,0,19632.0,0.0,4623.0530898706,0,4623.05,0.0,0.0,0.0,4158.35,0,298.05,4,4325.0,2,0,17.99,3,5.0,1,2,0,0,0,0,55000.0,0.16712328767123288
25000.0,0,14725.0,20971.94,5902.79,0,5902.79,0.0,0.0,0.0,866.52,0,1874.73,4,4028.06,0,0,14.99,2,10.0,3,2,0,1,0,0,65000.0,0.08493150684931507
12000.0,0,8729.0,0.0,12344.692727408,0,12344.69,0.0,0.0,0.0,366.31,1,344.69,39,12000.0,1,1,15.99,2,3.0,3,1,0,0,0,0,52000.0,0.08493150684931507
30000.0,0,52280.0,0.0,30316.504999999303,0,30316.5,0.0,0.0,0.0,30349.82,0,316.5,4,30000.0,2,1,19.99,3,9.0,1,1,0,0,0,0,143000.0,0.08493150684931507
7000.0,0,15094.0,0.0,7544.651897215601,0,7544.65,0.0,0.0,0.0,6124.78,0,544.65,9,7000.0,1,0,13.49,2,10.0,1,2,0,0,0,0,83000.0,0.08493150684931507
30000.0,0,8836.0,0.0,31024.9191443028,0,31024.92,0.0,0.0,0.0,26264.97,1,1024.92,26,30000.0,1,0,8.24,1,4.0,1,2,0,0,0,0,82500.0,0.336986301369863
14000.0,0,9078.0,0.0,14295.762097665,0,14295.76,0.0,0.0,0.0,14308.2,0,295.76,14,14000.0,1,0,15.99,2,0.0,1,2,0,0,0,0,39000.0,0.336986301369863
12800.0,0,4175.0,0.0,13404.5575466052,0,13404.56,0.0,0.0,0.0,10995.24,0,604.56,33,12800.0,1,0,8.24,1,8.0,2,2,0,0,0,0,60000.0,0.25205479452054796
5000.0,0,13828.0,0.0,5056.2163888876,0,5056.22,0.0,0.0,0.0,5060.38,0,56.22,10,5000.0,2,0,14.99,2,10.0,2,1,0,0,0,0,62000.0,0.08493150684931507
4000.0,0,505.0,0.0,4130.3082257702,0,4130.31,0.0,0.0,0.0,3628.98,0,130.31,26,4000.0,1,0,8.24,1,0.0,2,5,0,0,0,0,37000.0,0.336986301369863
10000.0,0,20095.0,0.0,10342.2711545566,0,10342.27,0.0,0.0,0.0,9690.12,0,342.27,18,10000.0,1,0,11.39,1,4.0,3,1,0,0,0,0,218000.0,0.08493150684931507
3000.0,0,23234.0,0.0,3044.9565501674,0,3044.96,0.0,0.0,0.0,3046.71,0,44.96,42,3000.0,2,0,10.49,1,9.0,1,3,0,0,0,0,112500.0,0.7479452054794521
5000.0,0,1287.0,0.0,5057.0019154111,0,5057.0,0.0,0.0,0.0,4907.9,0,57.0,13,5000.0,1,0,5.32,0,10.0,1,11,0,0,0,0,74000.0,0.6712328767123288
8500.0,0,4260.0,0.0,8598.8966423242,0,8598.9,0.0,0.0,0.0,616.45,0,98.9,42,8500.0,2,0,15.99,2,4.0,1,5,0,0,0,0,32000.0,0.8328767123287671
12000.0,0,17246.0,0.0,13236.0828198494,0,13236.08,0.0,0.0,0.0,9964.77,0,1236.08,14,12000.0,1,0,13.99,2,10.0,1,2,0,0,0,0,60000.0,0.08493150684931507
18000.0,0,32742.0,14829.57,5258.77,0,5258.77,0.0,0.0,0.0,659.72,0,2088.34,42,3170.43,1,0,18.99,3,10.0,2,2,0,1,0,0,80000.0,0.08493150684931507
30000.0,0,17841.0,0.0,30659.028516963197,0,30659.03,0.0,0.0,0.0,29991.36,0,659.03,14,30000.0,2,1,13.49,2,5.0,3,2,0,0,0,0,125000.0,0.7479452054794521
4000.0,0,25213.0,3459.19,840.11,0,840.11,0.0,0.0,0.0,140.61,0,299.3,4,540.81,1,0,15.99,2,10.0,2,2,0,1,0,0,93000.0,0.08493150684931507
19200.0,0,17619.0,0.0,21480.3849261867,0,21480.38,0.0,0.0,0.0,17762.96,0,2280.38,4,19200.0,2,1,15.99,2,10.0,1,2,0,0,0,0,105000.0,0.08493150684931507
8000.0,0,2856.0,0.0,8439.879753915,0,8439.88,0.0,0.0,0.0,6682.48,0,439.88,34,8000.0,2,0,8.24,1,3.0,1,3,0,0,0,0,65000.0,0.08493150684931507
30000.0,0,327.0,0.0,32552.382940858,0,32552.38,0.0,0.0,0.0,28185.91,0,2552.38,23,30000.0,0,0,18.99,3,5.0,3,2,0,0,0,0,360000.0,0.16712328767123288
2700.0,0,0.0,0.0,2786.963510876,0,2786.96,0.0,0.0,0.0,2605.74,0,86.96,16,2700.0,1,0,13.49,2,10.0,1,2,0,0,0,0,117000.0,0.6712328767123288
28800.0,0,13672.0,0.0,30045.3598443654,0,30045.36,0.0,0.0,0.0,24643.98,0,1245.36,23,28800.0,1,0,7.99,0,4.0,1,2,0,0,0,0,105000.0,0.336986301369863
9000.0,0,3884.0,7530.97,2145.92,0,2145.92,0.0,0.0,0.0,307.56,0,676.89,9,1469.03,1,0,13.99,2,10.0,2,2,0,1,0,0,30000.0,0.08493150684931507
20000.0,0,1500.0,0.0,21948.294315026,0,21948.29,0.0,0.0,0.0,19048.5,0,1948.29,13,20000.0,1,1,15.99,2,1.0,1,3,0,0,0,0,135000.0,0.25205479452054796
25000.0,0,25993.0,0.0,26032.1635567842,0,26032.16,0.0,0.0,0.0,25410.16,0,1032.16,32,25000.0,2,1,18.99,3,10.0,3,2,0,0,0,0,130000.0,0.08493150684931507
9600.0,0,10090.0,0.0,9873.922598481999,0,9873.92,0.0,0.0,0.0,9255.55,0,273.92,7,9600.0,0,0,10.49,1,10.0,1,2,0,0,0,0,120000.0,0.08493150684931507
9800.0,0,19320.0,0.0,10205.2896249006,0,10205.29,0.0,0.0,0.0,8674.34,0,405.29,21,9800.0,2,0,7.99,0,4.0,1,2,0,0,0,0,50000.0,0.336986301369863
10000.0,0,116.0,0.0,10009.9544444442,0,10009.95,0.0,0.0,0.0,10014.53,0,9.95,19,10000.0,0,1,8.24,1,3.0,3,0,0,0,0,0,38000.0,0.08493150684931507
17000.0,0,15420.0,0.0,17029.2030166665,0,17029.2,0.0,0.0,0.0,17042.41,0,29.2,4,17000.0,0,1,13.99,2,3.0,1,1,0,0,0,0,87000.0,0.08493150684931507
6000.0,1,6043.0,4837.1,1668.44,0,1668.44,0.0,0.0,0.0,45.92,0,505.54,9,1162.9,1,0,11.39,1,2.0,2,1,0,1,1,0,48000.0,0.08493150684931507
20000.0,0,48170.0,0.0,2034.84,0,2034.84,0.0,0.0,0.0,683.46,0,668.15,37,1366.69,0,0,13.99,2,10.0,1,1,0,1,0,0,92000.0,0.16712328767123288
35000.0,0,20394.0,0.0,36736.3763284292,0,36736.38,0.0,0.0,0.0,35430.49,0,1736.38,44,35000.0,1,0,22.74,4,10.0,1,1,0,0,0,0,95000.0,0.16712328767123288
20000.0,0,16279.0,0.0,21671.1455014384,0,21671.15,0.0,0.0,0.0,16985.65,0,1671.15,26,20000.0,1,0,12.74,2,0.0,3,1,0,0,0,0,49608.0,0.08493150684931507
35000.0,0,22476.0,0.0,38328.1759429706,0,38328.18,0.0,0.0,0.0,36085.08,0,3328.18,46,35000.0,2,1,30.89,6,10.0,1,2,0,0,0,0,106000.0,0.08493150684931507
14000.0,0,7719.0,0.0,14688.4512598175,0,14688.45,0.0,0.0,0.0,11223.52,0,688.45,9,14000.0,0,0,7.24,0,10.0,1,2,0,0,0,0,70000.0,0.08493150684931507
24000.0,0,39778.0,0.0,26469.4636226265,0,26469.46,0.0,0.0,0.0,22837.53,0,2469.46,34,24000.0,2,1,17.99,3,9.0,1,1,0,0,0,0,200000.0,0.336986301369863
10000.0,0,14783.0,0.0,1286.25,0,1286.25,0.0,0.0,0.0,259.36,0,764.44,2,521.81,0,1,18.99,3,10.0,1,8,0,1,0,0,60000.0,0.08493150684931507
11600.0,0,687.0,0.0,13190.899719547,0,13190.9,0.0,0.0,0.0,11513.29,0,1590.9,44,11600.0,1,1,24.74,4,2.0,3,2,0,0,0,0,29000.0,0.336986301369863
16000.0,0,4501.0,0.0,16939.367597733897,0,16939.37,0.0,0.0,0.0,12921.41,0,939.37,4,16000.0,1,0,8.24,1,10.0,3,8,0,0,0,0,95000.0,0.08493150684931507
12000.0,0,7098.0,0.0,12583.157758291001,0,12583.16,0.0,0.0,0.0,11537.75,0,583.16,3,12000.0,0,1,11.39,1,6.0,1,3,0,0,0,0,95000.0,0.5041095890410959
11000.0,0,2894.0,0.0,11213.730687449599,0,11213.73,0.0,0.0,0.0,11225.33,0,213.73,9,11000.0,0,0,18.99,3,2.0,1,2,0,0,0,0,25000.0,0.8328767123287671
16000.0,0,25534.0,0.0,16164.4704638348,0,16164.47,0.0,0.0,0.0,15687.36,1,164.47,28,16000.0,1,0,5.32,0,4.0,1,2,0,0,0,0,40000.0,0.6712328767123288
10000.0,0,4221.0,0.0,10404.3892304598,0,10404.39,0.0,0.0,0.0,10418.97,0,404.39,22,10000.0,2,0,26.24,4,0.0,3,7,0,0,0,0,20000.0,0.5041095890410959
18000.0,0,6664.0,0.0,19001.1928093898,0,19001.19,0.0,0.0,0.0,16047.33,0,1001.19,4,18000.0,0,0,11.44,1,7.0,3,2,0,0,0,0,90000.0,0.4191780821917808
15000.0,0,13471.0,0.0,16211.6913367008,0,16211.69,0.0,0.0,0.0,12264.71,0,1211.69,37,15000.0,1,0,11.49,1,5.0,1,2,0,0,0,0,65000.0,0.08493150684931507
6400.0,0,18139.0,0.0,6466.6331325143,0,6466.63,0.0,0.0,0.0,6473.95,0,66.63,4,6400.0,1,0,8.24,1,10.0,3,2,0,0,0,0,55000.0,0.6712328767123288
10000.0,0,5067.0,0.0,10084.658508801,0,10084.66,0.0,0.0,0.0,10088.54,0,84.66,42,10000.0,0,0,6.99,0,10.0,3,2,0,0,0,0,65000.0,0.08493150684931507
7000.0,0,6763.0,0.0,7147.204145109599,0,7147.2,0.0,0.0,0.0,6927.06,0,147.2,19,7000.0,0,0,12.74,2,5.0,1,2,0,0,0,0,31250.0,0.08493150684931507
32000.0,0,3140.0,26144.58,8970.53,0,8970.53,0.0,0.0,0.0,1124.87,0,3115.11,46,5855.42,1,0,15.99,2,3.0,3,2,0,1,0,0,160000.0,0.08493150684931507
35000.0,0,16024.0,0.0,38238.9966475884,0,38239.0,0.0,0.0,0.0,29893.85,0,3239.0,40,35000.0,1,0,13.99,2,2.0,1,2,0,0,0,0,120000.0,0.16712328767123288
28000.0,0,12347.0,0.0,29744.8743902944,0,29744.87,0.0,0.0,0.0,27171.75,0,1744.87,10,28000.0,1,1,12.74,2,4.0,1,1,0,0,0,0,220000.0,0.4191780821917808
10000.0,0,16036.0,0.0,664.3,0,664.3,0.0,0.0,0.0,335.69,0,202.82,13,461.48,0,0,12.74,2,2.0,3,2,0,1,0,0,40000.0,0.25205479452054796
8175.0,0,1698.0,6805.69,2564.69,0,2564.69,0.0,0.0,0.0,315.35,0,1195.38,16,1369.31,2,0,22.74,4,10.0,1,2,0,1,0,0,30000.0,0.08493150684931507
1500.0,0,4031.0,0.0,1533.9687364995002,0,1533.97,0.0,0.0,0.0,1484.67,0,33.97,19,1500.0,1,0,12.74,2,10.0,1,3,0,0,0,0,35000.0,0.08493150684931507
10000.0,0,13168.0,0.0,1916.12,0,1916.12,0.0,0.0,0.0,385.75,0,896.97,30,1019.15,1,0,22.74,4,0.0,3,2,0,1,0,0,35000.0,0.08493150684931507
5000.0,0,3291.0,0.0,5327.0096751442,0,5327.01,0.0,0.0,0.0,4346.51,0,327.01,16,5000.0,1,0,11.44,1,6.0,1,2,0,0,0,0,42000.0,0.25205479452054796
16000.0,0,15976.0,0.0,17735.31,0,17735.31,0.0,0.0,0.0,13250.0,0,1735.31,9,16000.0,2,0,15.99,2,1.0,1,1,0,1,0,0,70000.0,0.08493150684931507
10000.0,0,7371.0,0.0,10168.3402169065,0,10168.34,0.0,0.0,0.0,9858.44,0,168.34,35,10000.0,0,0,8.24,1,10.0,1,2,0,0,0,0,62000.0,0.08493150684931507
8000.0,0,16478.0,0.0,8478.267603832199,0,8478.27,0.0,0.0,0.0,7618.73,0,478.27,14,8000.0,0,0,17.99,3,10.0,2,2,0,0,0,0,80000.0,0.5863013698630137
34275.0,0,63597.0,0.0,2840.06,0,2840.06,0.0,0.0,0.0,961.12,0,1887.41,19,952.65,2,1,22.74,4,5.0,3,2,0,1,0,0,153635.0,0.5863013698630137
12000.0,0,8945.0,10687.24,2503.11,0,2503.11,0.0,0.0,0.0,279.16,0,1190.35,37,1312.76,0,1,13.99,2,0.0,3,1,0,1,0,0,60000.0,0.08493150684931507
17000.0,0,2841.0,0.0,18577.413755376998,0,18577.41,0.0,0.0,0.0,14024.0,0,1577.41,9,17000.0,1,0,12.74,2,1.0,1,2,0,0,0,0,100000.0,0.08493150684931507
1000.0,0,9487.0,0.0,1024.6731510498,0,1024.67,0.0,0.0,0.0,992.33,0,24.67,35,1000.0,2,0,11.49,1,3.0,3,3,0,0,0,0,42002.0,0.08493150684931507
16000.0,0,15379.0,0.0,16343.913048793898,0,16343.91,0.0,0.0,0.0,15362.18,0,343.91,13,16000.0,0,0,6.99,0,3.0,1,2,0,0,0,0,80000.0,0.5863013698630137
6000.0,1,23520.0,4915.89,1766.57,0,1766.57,0.0,0.0,0.0,69.61,0,682.46,9,1084.11,0,0,16.99,3,10.0,2,2,0,1,1,0,31500.0,0.08493150684931507
24000.0,0,19960.0,0.0,24500.829198201,0,24500.83,0.0,0.0,0.0,24519.48,0,500.83,30,24000.0,1,1,13.99,2,10.0,1,2,0,0,0,0,130000.0,0.7479452054794521
9600.0,0,13535.0,8045.94,3086.09,0,3086.09,0.0,0.0,0.0,384.19,0,1532.03,37,1554.06,2,0,25.49,4,3.0,2,2,0,1,0,0,32000.0,0.08493150684931507
8475.0,0,30320.0,0.0,1295.48,0,1295.48,0.0,0.0,0.0,321.44,0,598.35,42,697.13,2,0,21.49,3,10.0,1,2,0,1,0,0,62000.0,0.08493150684931507
1000.0,0,20704.0,0.0,1026.842398219,0,1026.84,0.0,0.0,0.0,993.65,0,26.84,2,1000.0,1,0,13.49,2,10.0,2,2,0,0,0,0,61600.0,0.08493150684931507
8075.0,0,8022.0,0.0,8394.9907922504,0,8394.99,0.0,0.0,0.0,7858.57,0,319.99,13,8075.0,2,0,12.74,2,10.0,3,6,0,0,0,0,95000.0,0.336986301369863
33600.0,0,16540.0,0.0,37000.8454980028,0,37000.85,0.0,0.0,0.0,33122.67,0,3400.85,47,33600.0,1,1,24.74,4,10.0,1,2,0,0,0,0,70000.0,0.25205479452054796
13000.0,0,14869.0,0.0,13197.322222493001,0,13197.32,0.0,0.0,0.0,12771.35,0,197.32,33,13000.0,0,0,7.49,0,4.0,3,1,0,0,0,0,90000.0,0.16712328767123288
35000.0,0,47861.0,0.0,36992.46,0,36992.46,0.0,0.0,0.0,13.25,0,1992.46,42,35000.0,2,0,14.99,2,4.0,1,1,0,0,0,0,115000.0,0.5041095890410959
10800.0,0,16120.0,0.0,11044.6976649882,0,11044.7,0.0,0.0,0.0,10684.02,0,244.7,4,10800.0,2,0,13.99,2,2.0,1,2,0,0,0,0,124000.0,0.08493150684931507
8400.0,0,1430.0,7247.2,1739.9,0,1739.9,0.0,0.0,0.0,291.15,0,587.1,36,1152.8,2,0,14.99,2,5.0,3,4,0,1,0,0,26496.0,0.08493150684931507
8400.0,0,19501.0,0.0,839.99,0,839.99,0.0,0.0,0.0,281.98,0,255.43,9,584.56,2,0,12.74,2,3.0,2,7,0,1,0,0,54500.0,0.16712328767123288
35000.0,0,20665.0,0.0,5739.55,0,5739.55,0.0,0.0,0.0,1152.34,0,1560.31,5,4179.24,2,0,11.39,1,2.0,3,2,0,1,0,0,300000.0,0.08493150684931507
5000.0,0,1494.0,0.0,5351.1283869809995,0,5351.13,0.0,0.0,0.0,2800.95,0,351.13,37,5000.0,1,0,15.99,2,0.0,3,2,0,0,0,0,30000.0,0.25205479452054796
10000.0,0,17799.0,0.0,10643.908092916701,0,10643.91,0.0,0.0,0.0,142.25,0,643.91,34,10000.0,0,0,11.49,1,9.0,2,2,0,0,0,0,45000.0,0.08493150684931507
7200.0,0,6359.0,0.0,7480.1030314983,0,7480.1,0.0,0.0,0.0,5740.71,0,280.1,21,7200.0,0,0,5.32,0,10.0,1,2,0,0,0,0,132000.0,0.08493150684931507
15000.0,0,3214.0,11891.21,4755.96,0,4755.96,0.0,0.0,0.0,527.29,0,1647.17,34,3108.79,2,0,15.99,2,5.0,1,3,0,1,0,0,72500.0,0.08493150684931507
5000.0,0,18211.0,0.0,491.39,0,491.39,0.0,0.0,0.0,164.86,0,137.06,33,354.33,2,0,11.49,1,4.0,2,2,0,1,0,1,44000.0,0.08493150684931507
2825.0,0,7744.0,2393.39,721.8,0,721.8,0.0,0.0,0.0,103.54,0,290.19,42,431.61,0,0,18.99,3,10.0,2,1,0,1,0,0,65000.0,0.08493150684931507
1600.0,0,7874.0,1264.31,497.81,0,497.81,0.0,0.0,0.0,55.46,0,162.12,35,335.69,2,0,14.99,2,2.0,3,8,0,1,0,0,22000.0,0.08493150684931507
13425.0,0,679.0,0.0,15344.919543492,0,15344.92,0.0,0.0,0.0,13614.06,0,1919.92,22,13425.0,2,1,30.49,5,10.0,3,8,0,0,0,0,32000.0,0.4191780821917808
17700.0,0,33972.0,0.0,18232.4391341665,0,18232.44,0.0,0.0,0.0,17076.54,1,532.44,42,17700.0,1,0,11.49,1,10.0,1,1,0,0,0,0,200000.0,0.5863013698630137
3000.0,0,6987.0,0.0,3224.2369683848997,0,3224.24,0.0,0.0,0.0,2793.44,0,224.24,19,3000.0,1,0,17.99,3,10.0,3,2,0,0,0,0,75000.0,0.5041095890410959
4000.0,0,16655.0,0.0,4111.9827630764,0,4111.98,0.0,0.0,0.0,3737.77,0,111.98,34,4000.0,0,0,7.99,0,2.0,3,1,0,0,0,0,42000.0,0.08493150684931507
2000.0,0,0.0,1538.45,554.97,0,554.97,0.0,0.0,0.0,61.75,0,93.42,9,461.55,2,0,6.99,0,0.0,3,7,0,1,0,0,90000.0,0.08493150684931507
29575.0,0,8987.0,0.0,32144.4024413179,0,32144.4,0.0,0.0,0.0,25100.6,0,2569.4,42,29575.0,2,0,12.74,2,6.0,1,2,0,0,0,0,130000.0,0.08493150684931507
18000.0,0,23573.0,14964.05,4139.98,0,4139.98,0.0,0.0,0.0,593.06,0,1104.03,4,3035.95,0,0,11.44,1,6.0,3,1,0,1,0,0,80000.0,0.08493150684931507
10000.0,0,2812.0,8609.13,2042.61,0,2042.61,0.0,0.0,0.0,341.73,0,651.74,4,1390.87,1,0,13.99,2,2.0,3,2,0,1,0,0,64000.0,0.08493150684931507
16000.0,0,14570.0,0.0,16579.4394147946,0,16579.44,0.0,0.0,0.0,15866.9,0,579.44,33,16000.0,0,1,12.74,2,10.0,1,2,0,0,0,0,105000.0,0.5863013698630137
20000.0,0,20382.0,0.0,20446.286666666998,0,20446.29,0.0,0.0,0.0,20478.17,0,446.29,33,20000.0,1,0,28.69,5,10.0,1,2,0,0,0,0,50000.0,0.8328767123287671
32625.0,0,14438.0,0.0,33321.449375,0,33321.45,0.0,0.0,0.0,33377.17,0,696.45,6,32625.0,2,1,30.74,5,10.0,1,2,0,0,0,0,68000.0,0.4191780821917808
8000.0,0,5999.0,0.0,8561.8187815387,0,8561.82,0.0,0.0,0.0,6746.55,0,561.82,42,8000.0,0,0,10.49,1,10.0,1,2,0,0,0,0,54000.0,0.16712328767123288
10000.0,0,6119.0,0.0,11580.892612359099,0,11580.89,45.0,0.0,0.0,138.73,0,1535.89,33,10000.0,1,1,21.49,3,10.0,1,3,0,0,0,0,60000.0,0.08493150684931507
9650.0,0,8055.0,0.0,9972.2095040714,0,9972.21,0.0,0.0,0.0,9637.31,0,322.21,13,9650.0,1,0,16.99,3,2.0,3,0,0,0,0,0,230000.0,0.08493150684931507
5000.0,0,7189.0,0.0,5413.2112014894,0,5413.21,15.0,0.0,0.0,4126.8,0,398.21,12,5000.0,1,0,12.74,2,3.0,1,2,0,0,0,0,55000.0,0.25205479452054796
1600.0,0,5061.0,0.0,285.25,0,285.25,15.0,0.0,0.0,69.29,0,101.23,4,169.02,0,0,13.49,2,5.0,1,2,0,1,0,0,95000.0,0.08493150684931507
40000.0,0,1951.0,0.0,40183.0933333328,0,40183.09,0.0,0.0,0.0,40199.73,0,183.09,9,40000.0,2,0,7.49,0,8.0,1,3,0,0,0,0,164550.0,0.8328767123287671
6000.0,0,20113.0,0.0,6508.0920710806995,0,6508.09,15.0,0.0,0.0,4903.2,0,493.09,9,6000.0,0,0,11.39,1,10.0,3,1,0,0,0,0,72500.0,0.08493150684931507
18125.0,0,21102.0,0.0,18925.6019277472,0,18925.6,0.0,0.0,0.0,18184.07,0,800.6,26,18125.0,2,0,21.49,3,2.0,1,2,0,0,0,0,75000.0,0.5041095890410959
13500.0,0,13592.0,0.0,15670.6319970678,0,15670.63,0.0,0.0,0.0,12727.24,0,2170.63,20,13500.0,1,1,21.49,3,1.0,1,1,0,0,0,0,30000.0,0.08493150684931507
16000.0,0,5127.0,0.0,17066.316307773603,0,17066.32,0.0,0.0,0.0,15300.47,0,1066.32,21,16000.0,2,0,19.99,3,10.0,3,2,0,0,0,0,60000.0,0.5863013698630137
10800.0,0,6622.0,0.0,11507.8527430387,0,11507.85,0.0,0.0,0.0,9057.28,0,707.85,23,10800.0,0,0,10.49,1,4.0,1,1,0,0,0,0,50292.0,0.16712328767123288
35000.0,0,10806.0,0.0,35852.3986166529,0,35852.4,0.0,0.0,0.0,34588.0,0,852.4,9,35000.0,1,0,11.44,1,1.0,3,2,0,0,0,0,240000.0,0.4191780821917808
4000.0,0,15031.0,0.0,4188.7146240266,0,4188.71,0.0,0.0,0.0,3671.04,0,188.71,23,4000.0,1,0,10.49,1,9.0,3,1,0,0,0,0,73000.0,0.08493150684931507
6025.0,0,17503.0,0.0,6436.144114286601,0,6436.14,0.0,0.0,0.0,5248.03,0,411.14,18,6025.0,1,0,11.49,1,10.0,1,2,0,0,0,0,110000.0,0.25205479452054796
6500.0,0,22959.0,0.0,7035.651397592,0,7035.65,0.0,0.0,0.0,5326.5,0,535.65,32,6500.0,0,0,11.44,1,3.0,3,10,0,0,0,0,95000.0,0.08493150684931507
10000.0,0,3976.0,8094.12,2678.44,0,2678.44,0.0,0.0,0.0,335.69,0,772.56,13,1905.88,1,0,12.74,2,7.0,1,2,0,1,0,0,42000.0,0.08493150684931507
